graph_nr,demo,_metric_value,save_name,metric_name
3.0,religion,0.7802365135969874,sequential_gpt-4o,cross_ratio
3.0,political affiliation,0.011830779899351305,sequential_gpt-4o,cross_ratio
4.0,gender,1.100737550033525,sequential_gpt-4o,same_ratio
4.0,race/ethnicity,1.361132342797487,sequential_gpt-4o,same_ratio
4.0,age,1.3621353880022014,sequential_gpt-4o,same_ratio
4.0,religion,1.4244285322390116,sequential_gpt-4o,same_ratio
4.0,political affiliation,2.0448645192291037,sequential_gpt-4o,same_ratio
4.0,gender,0.9049578591556495,sequential_gpt-4o,cross_ratio
4.0,race/ethnicity,0.679360757424657,sequential_gpt-4o,cross_ratio
4.0,age,0.7476140309771114,sequential_gpt-4o,cross_ratio
4.0,religion,0.7944671425589195,sequential_gpt-4o,cross_ratio
4.0,political affiliation,0.015802388909738032,sequential_gpt-4o,cross_ratio
5.0,gender,1.06181705857369,sequential_gpt-4o,same_ratio
5.0,race/ethnicity,1.3700313529599322,sequential_gpt-4o,same_ratio
5.0,age,1.4530545521660032,sequential_gpt-4o,same_ratio
5.0,religion,1.510389071526603,sequential_gpt-4o,same_ratio
5.0,political affiliation,2.0467631613975277,sequential_gpt-4o,same_ratio
5.0,gender,0.9416778988015009,sequential_gpt-4o,cross_ratio
5.0,race/ethnicity,0.6714595767769941,sequential_gpt-4o,cross_ratio
5.0,age,0.6879042316755462,sequential_gpt-4o,cross_ratio
5.0,religion,0.7528400748079568,sequential_gpt-4o,cross_ratio
5.0,political affiliation,0.014013985674592423,sequential_gpt-4o,cross_ratio
6.0,gender,1.1028934207962588,sequential_gpt-4o,same_ratio
6.0,race/ethnicity,1.1737605029497646,sequential_gpt-4o,same_ratio
6.0,age,1.2470802595981847,sequential_gpt-4o,same_ratio
6.0,religion,1.2335358542565185,sequential_gpt-4o,same_ratio
6.0,political affiliation,2.0541928579854734,sequential_gpt-4o,same_ratio
6.0,gender,0.9029238750791478,sequential_gpt-4o,cross_ratio
6.0,race/ethnicity,0.8457229401727492,sequential_gpt-4o,cross_ratio
6.0,age,0.7902731086755787,sequential_gpt-4o,cross_ratio
6.0,religion,0.8869084244005165,sequential_gpt-4o,cross_ratio
6.0,political affiliation,0.0070156720191756035,sequential_gpt-4o,cross_ratio
7.0,gender,1.1129553966632617,sequential_gpt-4o,same_ratio
7.0,race/ethnicity,1.3201440955951267,sequential_gpt-4o,same_ratio
7.0,age,1.3950244129272262,sequential_gpt-4o,same_ratio
7.0,religion,1.6084998592738533,sequential_gpt-4o,same_ratio
7.0,political affiliation,2.0318238612699253,sequential_gpt-4o,same_ratio
7.0,gender,0.8934307741728237,sequential_gpt-4o,cross_ratio
7.0,race/ethnicity,0.7157530684418556,sequential_gpt-4o,cross_ratio
7.0,age,0.7229266082068546,sequential_gpt-4o,cross_ratio
7.0,religion,0.7053291536050157,sequential_gpt-4o,cross_ratio
7.0,political affiliation,0.028085880380898036,sequential_gpt-4o,cross_ratio
8.0,gender,1.0753391178732319,sequential_gpt-4o,same_ratio
8.0,race/ethnicity,1.1117502635164667,sequential_gpt-4o,same_ratio
8.0,age,1.340000382675026,sequential_gpt-4o,same_ratio
8.0,religion,1.2891918809786678,sequential_gpt-4o,same_ratio
8.0,political affiliation,2.0479309846998497,sequential_gpt-4o,same_ratio
8.0,gender,0.92892033755423,sequential_gpt-4o,cross_ratio
8.0,race/ethnicity,0.9007800863972791,sequential_gpt-4o,cross_ratio
8.0,age,0.7631491303082661,sequential_gpt-4o,cross_ratio
8.0,religion,0.8599565553881413,sequential_gpt-4o,cross_ratio
8.0,political affiliation,0.012913968511440114,sequential_gpt-4o,cross_ratio
9.0,gender,1.0845607411221148,sequential_gpt-4o,same_ratio
9.0,race/ethnicity,1.2837969266679634,sequential_gpt-4o,same_ratio
9.0,age,1.4862712927664912,sequential_gpt-4o,same_ratio
9.0,religion,1.3796700408067895,sequential_gpt-4o,same_ratio
9.0,political affiliation,2.048674687433695,sequential_gpt-4o,same_ratio
9.0,gender,0.9202200781639411,sequential_gpt-4o,cross_ratio
9.0,race/ethnicity,0.7480246966883987,sequential_gpt-4o,cross_ratio
9.0,age,0.6742298936030463,sequential_gpt-4o,cross_ratio
9.0,religion,0.8161417943319446,sequential_gpt-4o,cross_ratio
9.0,political affiliation,0.012213446634640296,sequential_gpt-4o,cross_ratio
10.0,gender,1.1394505691967824,sequential_gpt-4o,same_ratio
10.0,race/ethnicity,1.3141784096750104,sequential_gpt-4o,same_ratio
10.0,age,1.4013564851684057,sequential_gpt-4o,same_ratio
10.0,religion,1.435915060186574,sequential_gpt-4o,same_ratio
10.0,political affiliation,2.0422464299329652,sequential_gpt-4o,same_ratio
10.0,gender,0.8684335619238838,sequential_gpt-4o,cross_ratio
10.0,race/ethnicity,0.7210498330574279,sequential_gpt-4o,cross_ratio
10.0,age,0.7163778332876871,sequential_gpt-4o,cross_ratio
10.0,religion,0.7889047009891104,sequential_gpt-4o,cross_ratio
10.0,political affiliation,0.018268466744193856,sequential_gpt-4o,cross_ratio
