graph_nr,demo,_metric_value,save_name,metric_name
9.0,religion,0.4911600216489265,sequential_grok-2-latest,cross_ratio
9.0,political affiliation,0.048347004520526315,sequential_grok-2-latest,cross_ratio
10.0,gender,1.0489305495202819,sequential_grok-2-latest,same_ratio
10.0,race/ethnicity,1.1434185794839664,sequential_grok-2-latest,same_ratio
10.0,age,1.1696174986929675,sequential_grok-2-latest,same_ratio
10.0,religion,1.7554692711629578,sequential_grok-2-latest,same_ratio
10.0,political affiliation,2.017978236508269,sequential_grok-2-latest,same_ratio
10.0,gender,0.9538358419720309,sequential_grok-2-latest,cross_ratio
10.0,race/ethnicity,0.8726626800005057,sequential_grok-2-latest,cross_ratio
10.0,age,0.856649913938831,sequential_grok-2-latest,cross_ratio
10.0,religion,0.634158059092001,sequential_grok-2-latest,cross_ratio
10.0,political affiliation,0.04112760068405116,sequential_grok-2-latest,cross_ratio
